../../Project_WorkCell/Scene.wc.xml
CylinderBlue
x y #collisionFreeSolutions
-0.2925 0.175 991
-0.26 0.175 894
-0.2275 0.175 908
-0.195 0.175 1102
-0.1625 0.175 1235
-0.13 0.175 1340
-0.0975 0.175 1398
-0.065 0.175 1461
-0.0325 0.175 1545
0 0.175 1604
0.0325 0.175 1659
0.065 0.175 1697
0.0975 0.175 1707
0.13 0.175 1720
0.1625 0.175 1705
0.195 0.175 1678
0.2275 0.175 1641
0.26 0.175 1574
0.2925 0.175 1510
0.325 0.175 1408
